,ulasan,label,ulasan_token
230,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif,"['dibandingin', 'kai', 'beda', 'bgt', 'segi', 'performa', 'lancar', 'pesen', 'bayarnya', 'tmpilannya', 'menarik', 'ditambah', 'terbaru', 'bermanfaat', 'bangett']"
231,susah dibuka enakan,Konflik,"['susah', 'dibuka', 'enakan']"
232,ui oke ux mencari danmembeli sold rangenya tulis available range harga trus ditawarkan memilih makanan memesan konyol pilihan membeli tanyain membeli makanan aneh kecewa ux better kemarin,Konflik,"['ui', 'oke', 'ux', 'mencari', 'danmembeli', 'sold', 'rangenya', 'tulis', 'available', 'range', 'harga', 'trus', 'ditawarkan', 'memilih', 'makanan', 'memesan', 'konyol', 'pilihan', 'membeli', 'tanyain', 'membeli', 'makanan', 'aneh', 'kecewa', 'ux', 'better', 'kemarin']"
233,update parah bug loading lemot update data nik berubah gmn team,Negatif,"['update', 'parah', 'bug', 'loading', 'lemot', 'update', 'data', 'nik', 'berubah', 'gmn', 'team']"
234,diupdate beli mudah lancar ui diperbaiki jg keren versi versi bagus banget performanya,Positif,"['diupdate', 'beli', 'mudah', 'lancar', 'ui', 'diperbaiki', 'jg', 'keren', 'versi', 'versi', 'bagus', 'banget', 'performanya']"
235,diupdate beli mudah lancar ui diperbaiki jg keren versi versi bagus banget performanya,Positif,"['diupdate', 'beli', 'mudah', 'lancar', 'ui', 'diperbaiki', 'jg', 'keren', 'versi', 'versi', 'bagus', 'banget', 'performanya']"
236,milih duduk lemot bgt suka,Konflik,"['milih', 'duduk', 'lemot', 'bgt', 'suka']"
237,update lancar bangett enak menu aplikasinya,Positif,"['update', 'lancar', 'bangett', 'enak', 'menu', 'aplikasinya']"
238,butuh ma akses kereta males bgt make app minggu loading trs eror trs org buru bner bkin emosi pas nyampe stasiun disuruh loket loket disuruh petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta lg buru org gbs beli diloket benerin app ngerugiin orang,Negatif,"['butuh', 'ma', 'akses', 'kereta', 'males', 'bgt', 'make', 'app', 'minggu', 'loading', 'trs', 'eror', 'trs', 'org', 'buru', 'bner', 'bkin', 'emosi', 'pas', 'nyampe', 'stasiun', 'disuruh', 'loket', 'loket', 'disuruh', 'petugas', 'dpn', 'bner', 'nyebelin', 'bgt', 'sampe', 'ketinggalan', 'jadwal', 'kereta', 'lg', 'buru', 'org', 'gbs', 'beli', 'diloket', 'benerin', 'app', 'ngerugiin', 'orang']"
239,lemot,Konflik,['lemot']
240,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif,"['update', 'terbaru', 'oke', 'kualitasnya', 'bagus', 'banget', 'load', 'pas', 'buka', 'appnya', 'pas', 'lancar', 'banget', 'pembayarannya', 'mudah', 'butuhkan', 'cepet', 'simple', 'mudah']"
241,update bug smooth apps versi,Konflik,"['update', 'bug', 'smooth', 'apps', 'versi']"
242,diperbarui susah masuk seblumny masuk bendal masuk mutarnya lancar normal tulung diperbaiki servernya,Konflik,"['diperbarui', 'susah', 'masuk', 'seblumny', 'masuk', 'bendal', 'masuk', 'mutarnya', 'lancar', 'normal', 'tulung', 'diperbaiki', 'servernya']"
243,diperbarui bagus lancar trus fiturnya lengkap pesen kereta seklain pesen hotel beli kuota internet,Positif,"['diperbarui', 'bagus', 'lancar', 'trus', 'fiturnya', 'lengkap', 'pesen', 'kereta', 'seklain', 'pesen', 'hotel', 'beli', 'kuota', 'internet']"
244,update lemot banget logout pas masuk jdi gk masuk keterangan failed request udah pake kai acces tolong donk pake aplikasinya simpel mudah akses susah gini,Negatif,"['update', 'lemot', 'banget', 'logout', 'pas', 'masuk', 'jdi', 'gk', 'masuk', 'keterangan', 'failed', 'request', 'udah', 'pake', 'kai', 'acces', 'tolong', 'donk', 'pake', 'aplikasinya', 'simpel', 'mudah', 'akses', 'susah', 'gini']"
245,lemot batal bayar karna loading limit habis,Negatif,"['lemot', 'batal', 'bayar', 'karna', 'loading', 'limit', 'habis']"
246,update step by step lemooottttt bangetttttttt yaallah gimana buru abis lemotnyaaaaaaaaa,Negatif,"['update', 'step', 'by', 'step', 'lemooottttt', 'bangetttttttt', 'yaallah', 'gimana', 'buru', 'abis', 'lemotnyaaaaaaaaa']"
247,unggulan terbarunya menarik thanks kai aplikasinya bagus lancar trouble,Positif,"['unggulan', 'terbarunya', 'menarik', 'thanks', 'kai', 'aplikasinya', 'bagus', 'lancar', 'trouble']"
248,upgrade lancar buka jadwal cepet,Positif,"['upgrade', 'lancar', 'buka', 'jadwal', 'cepet']"
249,good job kai aplikasinya lancar banget cepat bgt upgrade mudah diakses,Positif,"['good', 'job', 'kai', 'aplikasinya', 'lancar', 'banget', 'cepat', 'bgt', 'upgrade', 'mudah', 'diakses']"
250,upgrade an kai access,Netral,"['upgrade', 'an', 'kai', 'access']"
251,lemot udah bayar muncul,Negatif,"['lemot', 'udah', 'bayar', 'muncul']"
252,update login aman cek aman smooth hpku kentang lho,Positif,"['update', 'login', 'aman', 'cek', 'aman', 'smooth', 'hpku', 'kentang', 'lho']"
253,diupdate lancar bgt memudahkan,Positif,"['diupdate', 'lancar', 'bgt', 'memudahkan']"
254,kualitasnya update pesan mudah eror lemot,Positif,"['kualitasnya', 'update', 'pesan', 'mudah', 'eror', 'lemot']"
255,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Negatif,"['bagus', 'sayang', 'lemotnya', 'ampun', 'memilih', 'duduk', 'tinggal', 'menunggu', 'kode', 'time', 'out', 'ngga', 'perjalanan', 'mendadak', 'beda', 'cepat', 'ngga', 'loading']"
256,masuk lancar bgt proses lancar butuh cepet super lancar,Positif,"['masuk', 'lancar', 'bgt', 'proses', 'lancar', 'butuh', 'cepet', 'super', 'lancar']"
257,udahh lancar banget beli cari enak dipandaang ux terbaru,Positif,"['udahh', 'lancar', 'banget', 'beli', 'cari', 'enak', 'dipandaang', 'ux', 'terbaru']"
258,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif,"['mudah', 'lancar', 'susah', 'banget', 'kl', 'hapus', 'email', 'akun', 'aktif', 'skrg', 'kl', 'ganti', 'nomer', 'udh', 'gampang', 'bgt', 'sukaaa']"
259,apk crash memesan lancar kehabisan pembayarannya mudah menggunaakn qris,Positif,"['apk', 'crash', 'memesan', 'lancar', 'kehabisan', 'pembayarannya', 'mudah', 'menggunaakn', 'qris']"
260,update versi terbaru nggak dibuka gimana yaaaa,Konflik,"['update', 'versi', 'terbaru', 'nggak', 'dibuka', 'gimana', 'yaaaa']"
261,lancarr hp ku spek lumayan lo gatau orang orang bilanylemot banget lancar promo hotel jug,Positif,"['lancarr', 'hp', 'ku', 'spek', 'lumayan', 'lo', 'gatau', 'orang', 'orang', 'bilanylemot', 'banget', 'lancar', 'promo', 'hotel', 'jug']"
262,habis update ribet lemot tolong benahi update dilalukan percobaan gmn cth pencarian stasiun kereta lambat loading stasiun temukan versi langsung ketemu cepat pilih duduk loading mnit blm slesai ahirnya beli traveloka balikin versi tes dlu jalan fiturnya apk luncurin smg benerin,Negatif,"['habis', 'update', 'ribet', 'lemot', 'tolong', 'benahi', 'update', 'dilalukan', 'percobaan', 'gmn', 'cth', 'pencarian', 'stasiun', 'kereta', 'lambat', 'loading', 'stasiun', 'temukan', 'versi', 'langsung', 'ketemu', 'cepat', 'pilih', 'duduk', 'loading', 'mnit', 'blm', 'slesai', 'ahirnya', 'beli', 'traveloka', 'balikin', 'versi', 'tes', 'dlu', 'jalan', 'fiturnya', 'apk', 'luncurin', 'smg', 'benerin']"
263,bnyak menu lemot aplikasinya,Negatif,"['bnyak', 'menu', 'lemot', 'aplikasinya']"
264,semenjak update udah ngak lemot membingungkan kereta penuh muncul untungnya pesen bayar aman gampang bgt,Positif,"['semenjak', 'update', 'udah', 'ngak', 'lemot', 'membingungkan', 'kereta', 'penuh', 'muncul', 'untungnya', 'pesen', 'bayar', 'aman', 'gampang', 'bgt']"
265,update terbaru parah lemot ribet,Negatif,"['update', 'terbaru', 'parah', 'lemot', 'ribet']"
266,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif,"['mudah', 'lancar', 'susah', 'banget', 'kl', 'hapus', 'email', 'akun', 'aktif', 'skrg', 'kl', 'ganti', 'nomer', 'udh', 'gampang', 'bgt', 'sukaaa']"
267,lemot poll update lancar teros,Positif,"['lemot', 'poll', 'update', 'lancar', 'teros']"
268,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif,"['dibandingin', 'kai', 'beda', 'bgt', 'segi', 'performa', 'lancar', 'pesen', 'bayarnya', 'tmpilannya', 'menarik', 'ditambah', 'terbaru', 'bermanfaat', 'bangett']"
269,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Negatif,"['bagus', 'sayang', 'lemotnya', 'ampun', 'memilih', 'duduk', 'tinggal', 'menunggu', 'kode', 'time', 'out', 'ngga', 'perjalanan', 'mendadak', 'beda', 'cepat', 'ngga', 'loading']"
270,senang pembaruan kai accesa update no hp gagal terbaru membantu pengguna performanya canggih cepet,Positif,"['senang', 'pembaruan', 'kai', 'accesa', 'update', 'no', 'hp', 'gagal', 'terbaru', 'membantu', 'pengguna', 'performanya', 'canggih', 'cepet']"
271,apk membantu detail kendala loadingnya cek jadwal commuter line susah mencari nama stasiun memakan loading hasil pencarian,Negatif,"['apk', 'membantu', 'detail', 'kendala', 'loadingnya', 'cek', 'jadwal', 'commuter', 'line', 'susah', 'mencari', 'nama', 'stasiun', 'memakan', 'loading', 'hasil', 'pencarian']"
272,masuk lancar bgt proses lancar butuh cepet super lancar,Positif,"['masuk', 'lancar', 'bgt', 'proses', 'lancar', 'butuh', 'cepet', 'super', 'lancar']"
273,update lemot bgt,Negatif,"['update', 'lemot', 'bgt']"
274,update terbaru parah lemot ribet,Negatif,"['update', 'terbaru', 'parah', 'lemot', 'ribet']"
275,akunya suka,Netral,"['akunya', 'suka']"
276,update besaran kai bagus respon cepat ui keren kekurangan metode wallet opsi ovo kedepan wallet gopay shopeepay dana virtual account,Positif,"['update', 'besaran', 'kai', 'bagus', 'respon', 'cepat', 'ui', 'keren', 'kekurangan', 'metode', 'wallet', 'opsi', 'ovo', 'kedepan', 'wallet', 'gopay', 'shopeepay', 'dana', 'virtual', 'account']"
277,iya lancar efektif pemilihan kursi kursi mending efektif efisien,Positif,"['iya', 'lancar', 'efektif', 'pemilihan', 'kursi', 'kursi', 'mending', 'efektif', 'efisien']"
278,buka apk udh lemot padhal udh upgrade,Negatif,"['buka', 'apk', 'udh', 'lemot', 'padhal', 'udh', 'upgrade']"
279,bangku pas dipilih seat no available payah diupdate payah user friendly berat problem solve,Konflik,"['bangku', 'pas', 'dipilih', 'seat', 'no', 'available', 'payah', 'diupdate', 'payah', 'user', 'friendly', 'berat', 'problem', 'solve']"
280,susah banget masuk pesen loading parah,Konflik,"['susah', 'banget', 'masuk', 'pesen', 'loading', 'parah']"
281,reduksi harga dihilangkan lemot ciri khas bumn bgt,Negatif,"['reduksi', 'harga', 'dihilangkan', 'lemot', 'ciri', 'khas', 'bumn', 'bgt']"
282,habis terganggu lemot ganti kursi penumpang niat email kirim cek disitu video kendalanya merespon bot pesan ka lokal eror tolong perbaiki,Negatif,"['habis', 'terganggu', 'lemot', 'ganti', 'kursi', 'penumpang', 'niat', 'email', 'kirim', 'cek', 'disitu', 'video', 'kendalanya', 'merespon', 'bot', 'pesan', 'ka', 'lokal', 'eror', 'tolong', 'perbaiki']"
283,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif,"['update', 'terbaru', 'oke', 'kualitasnya', 'bagus', 'banget', 'load', 'pas', 'buka', 'appnya', 'pas', 'lancar', 'banget', 'pembayarannya', 'mudah', 'butuhkan', 'cepet', 'simple', 'mudah']"
284,udah maakin lancar lemot enak kayak perpaduan warna cocok,Positif,"['udah', 'maakin', 'lancar', 'lemot', 'enak', 'kayak', 'perpaduan', 'warna', 'cocok']"
285,update bagus emosi wallet susah password ovo muncul gagal update ovo kesel banget bagus kai access versi,Negatif,"['update', 'bagus', 'emosi', 'wallet', 'susah', 'password', 'ovo', 'muncul', 'gagal', 'update', 'ovo', 'kesel', 'banget', 'bagus', 'kai', 'access', 'versi']"
286,semenjak upgrade lancar memudahkan,Positif,"['semenjak', 'upgrade', 'lancar', 'memudahkan']"
287,restart hp update lemot,Positif,"['restart', 'hp', 'update', 'lemot']"
288,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif,"['update', 'terbaru', 'oke', 'kualitasnya', 'bagus', 'banget', 'load', 'pas', 'buka', 'appnya', 'pas', 'lancar', 'banget', 'pembayarannya', 'mudah', 'butuhkan', 'cepet', 'simple', 'mudah']"
289,bagus banget update bug lancar banget,Positif,"['bagus', 'banget', 'update', 'bug', 'lancar', 'banget']"
290,kai access ui tbh simple kesannya kai access versi bagus banget ui biarpun ui bagus fiturnya loading mantap kai ui bagus simple ngga berat tq,Konflik,"['kai', 'access', 'ui', 'tbh', 'simple', 'kesannya', 'kai', 'access', 'versi', 'bagus', 'banget', 'ui', 'biarpun', 'ui', 'bagus', 'fiturnya', 'loading', 'mantap', 'kai', 'ui', 'bagus', 'simple', 'ngga', 'berat', 'tq']"
291,efisien apk,Konflik,"['efisien', 'apk']"
292,pake pesan gagal diaplikasi berhasil dna cepet lemot,Positif,"['pake', 'pesan', 'gagal', 'diaplikasi', 'berhasil', 'dna', 'cepet', 'lemot']"
293,udah jam beli muter trus loding loding kasih ulang ulang kadaluarsa loding,Negatif,"['udah', 'jam', 'beli', 'muter', 'trus', 'loding', 'loding', 'kasih', 'ulang', 'ulang', 'kadaluarsa', 'loding']"
294,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif,"['pilihannya', 'gabusa', 'terakses', 'running', 'versi', 'merugikan', 'konsumen', 'mendesak', 'butuh', 'reshcedulle', 'gabisa', 'coba', 'telpon', 'service', 'center', 'solusi', 'coba', 'manual', 'unistall', 'download', 'install', 'gabisa', 'perhatian']"
295,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif,"['versi', 'menarik', 'tanpilan', 'pesen', 'langsung', 'dapet', 'macet', 'lemot', 'lancar', 'suka', 'qrisnya', 'simepl']"
296,lihat jadwal kereta pesan udah lbih mudah sblmnya lemottt parah pdhal lgi urgent,Positif,"['lihat', 'jadwal', 'kereta', 'pesan', 'udah', 'lbih', 'mudah', 'sblmnya', 'lemottt', 'parah', 'pdhal', 'lgi', 'urgent']"
297,buka apk udh lemot padhal udh upgrade,Negatif,"['buka', 'apk', 'udh', 'lemot', 'padhal', 'udh', 'upgrade']"
298,diupdate mudah aplikasinya lemot mudah cek menyelesaikan step by step isi data penumpang update terbaru membantu puas,Positif,"['diupdate', 'mudah', 'aplikasinya', 'lemot', 'mudah', 'cek', 'menyelesaikan', 'step', 'by', 'step', 'isi', 'data', 'penumpang', 'update', 'terbaru', 'membantu', 'puas']"
299,udah gk lemot mesen lokal antarkota pake online apk lancar parah gk lemot memudahkan diperbarui huhuhhu suka,Positif,"['udah', 'gk', 'lemot', 'mesen', 'lokal', 'antarkota', 'pake', 'online', 'apk', 'lancar', 'parah', 'gk', 'lemot', 'memudahkan', 'diperbarui', 'huhuhhu', 'suka']"
300,update lancar bangett enak menu aplikasinya,Positif,"['update', 'lancar', 'bangett', 'enak', 'menu', 'aplikasinya']"
301,kaiacces update simpel mempermudah lancar lemot,Positif,"['kaiacces', 'update', 'simpel', 'mempermudah', 'lancar', 'lemot']"
302,diperbarui garibet pesen lemot lbih mudah beli skrng hhh seblumnya thx,Positif,"['diperbarui', 'garibet', 'pesen', 'lemot', 'lbih', 'mudah', 'beli', 'skrng', 'hhh', 'seblumnya', 'thx']"
303,butuh ma akses kereta males bgt make app minggu loading trs eror trs org buru bner bkin emosi pas nyampe stasiun disuruh loket loket disuruh petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta lg buru org gbs beli diloket benerin app ngerugiin orang,Negatif,"['butuh', 'ma', 'akses', 'kereta', 'males', 'bgt', 'make', 'app', 'minggu', 'loading', 'trs', 'eror', 'trs', 'org', 'buru', 'bner', 'bkin', 'emosi', 'pas', 'nyampe', 'stasiun', 'disuruh', 'loket', 'loket', 'disuruh', 'petugas', 'dpn', 'bner', 'nyebelin', 'bgt', 'sampe', 'ketinggalan', 'jadwal', 'kereta', 'lg', 'buru', 'org', 'gbs', 'beli', 'diloket', 'benerin', 'app', 'ngerugiin', 'orang']"
304,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif,"['pilihannya', 'gabusa', 'terakses', 'running', 'versi', 'merugikan', 'konsumen', 'mendesak', 'butuh', 'reshcedulle', 'gabisa', 'coba', 'telpon', 'service', 'center', 'solusi', 'coba', 'manual', 'unistall', 'download', 'install', 'gabisa', 'perhatian']"
305,apk membantu detail kendala loadingnya cek jadwal commuter line susah mencari nama stasiun memakan loading hasil pencarian,Negatif,"['apk', 'membantu', 'detail', 'kendala', 'loadingnya', 'cek', 'jadwal', 'commuter', 'line', 'susah', 'mencari', 'nama', 'stasiun', 'memakan', 'loading', 'hasil', 'pencarian']"
306,menit pesen tenang,Konflik,"['menit', 'pesen', 'tenang']"
307,lemot banget login tolong perbaikannya,Konflik,"['lemot', 'banget', 'login', 'tolong', 'perbaikannya']"
308,restart hp update lemot,Positif,"['restart', 'hp', 'update', 'lemot']"
309,diupgrade aneh cek sisa kursi tersedia beli,Konflik,"['diupgrade', 'aneh', 'cek', 'sisa', 'kursi', 'tersedia', 'beli']"
310,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif,"['versi', 'menarik', 'tanpilan', 'pesen', 'langsung', 'dapet', 'macet', 'lemot', 'lancar', 'suka', 'qrisnya', 'simepl']"
311,update ngga zonk performa dll pengoperasian jugalebih efisien versi terbaru sumpah versi nyebelin aneh,Positif,"['update', 'ngga', 'zonk', 'performa', 'dll', 'pengoperasian', 'jugalebih', 'efisien', 'versi', 'terbaru', 'sumpah', 'versi', 'nyebelin', 'aneh']"
312,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Positif,"['update', 'terbaru', 'bagus', 'tp', 'saran', 'baikny', 'harga', 'habis', 'terjual', 'taruh', 'gx', 'bingung', 'klu', 'skrang', 'kirain', 'msh', 'tiketny', 'zonk']"
313,ok,Netral,['ok']
314,segi performa kai accsess terbaru lbih seblumnya booking tiekt mudah bayarnya pake qris fiturbuat pesen hotel lengkap,Positif,"['segi', 'performa', 'kai', 'accsess', 'terbaru', 'lbih', 'seblumnya', 'booking', 'tiekt', 'mudah', 'bayarnya', 'pake', 'qris', 'fiturbuat', 'pesen', 'hotel', 'lengkap']"
315,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif,"['dibandingin', 'kai', 'beda', 'bgt', 'segi', 'performa', 'lancar', 'pesen', 'bayarnya', 'tmpilannya', 'menarik', 'ditambah', 'terbaru', 'bermanfaat', 'bangett']"
316,segi udah oke udah nyaman versi satset pembelian kerta versi pendingnya lumayan,Positif,"['segi', 'udah', 'oke', 'udah', 'nyaman', 'versi', 'satset', 'pembelian', 'kerta', 'versi', 'pendingnya', 'lumayan']"
317,upgrade lancar buka jadwal cepet,Positif,"['upgrade', 'lancar', 'buka', 'jadwal', 'cepet']"
318,mohon maaf update akses lambat memilih kursi timeout menunggu menghabiskan,Negatif,"['mohon', 'maaf', 'update', 'akses', 'lambat', 'memilih', 'kursi', 'timeout', 'menunggu', 'menghabiskan']"
319,update bagus lemot jaringan susah masuk gakjelas,Konflik,"['update', 'bagus', 'lemot', 'jaringan', 'susah', 'masuk', 'gakjelas']"
320,update lemot banget logout pas masuk jdi gk masuk keterangan failed request udah pake kai acces tolong donk pake aplikasinya simpel mudah akses susah gini,Negatif,"['update', 'lemot', 'banget', 'logout', 'pas', 'masuk', 'jdi', 'gk', 'masuk', 'keterangan', 'failed', 'request', 'udah', 'pake', 'kai', 'acces', 'tolong', 'donk', 'pake', 'aplikasinya', 'simpel', 'mudah', 'akses', 'susah', 'gini']"
321,semenjak update ringan lancar bet,Positif,"['semenjak', 'update', 'ringan', 'lancar', 'bet']"
322,update lemot masuk segi oke performanya,Positif,"['update', 'lemot', 'masuk', 'segi', 'oke', 'performanya']"
323,fresh ampun loadingnya,Negatif,"['fresh', 'ampun', 'loadingnya']"
324,update lemot bgt,Negatif,"['update', 'lemot', 'bgt']"
325,update palah apk ringan lancar lemot,Positif,"['update', 'palah', 'apk', 'ringan', 'lancar', 'lemot']"
326,update otomatis nggak buka bagus buruk,Konflik,"['update', 'otomatis', 'nggak', 'buka', 'bagus', 'buruk']"
327,semenjak pembaruan ngelag touchscreen responsif lancar suka jg ama tambahnnya app multifungsi,Positif,"['semenjak', 'pembaruan', 'ngelag', 'touchscreen', 'responsif', 'lancar', 'suka', 'jg', 'ama', 'tambahnnya', 'app', 'multifungsi']"
328,online aplikasinya disiapin sampe mateng bug lemot aplikasinya optimal bug susah masuk lemot ko udah maen beli online kasian orang kereta dibikin ribet engga bumn kerjanya ko gini,Negatif,"['online', 'aplikasinya', 'disiapin', 'sampe', 'mateng', 'bug', 'lemot', 'aplikasinya', 'optimal', 'bug', 'susah', 'masuk', 'lemot', 'ko', 'udah', 'maen', 'beli', 'online', 'kasian', 'orang', 'kereta', 'dibikin', 'ribet', 'engga', 'bumn', 'kerjanya', 'ko', 'gini']"
329,kualitasnya update pesan mudah eror lemot,Positif,"['kualitasnya', 'update', 'pesan', 'mudah', 'eror', 'lemot']"
330,aplikasinya mudah bagus lemot,Positif,"['aplikasinya', 'mudah', 'bagus', 'lemot']"
331,lancar update smuanya lancar cepat mudah login mudah booking lemot muter nunggu jam bulak lemot untung sekarnag update memudahkan booking online,Positif,"['lancar', 'update', 'smuanya', 'lancar', 'cepat', 'mudah', 'login', 'mudah', 'booking', 'lemot', 'muter', 'nunggu', 'jam', 'bulak', 'lemot', 'untung', 'sekarnag', 'update', 'memudahkan', 'booking', 'online']"
332,maaf komplain programmer mendesain ui ux access suka data stored responsif versi,Konflik,"['maaf', 'komplain', 'programmer', 'mendesain', 'ui', 'ux', 'access', 'suka', 'data', 'stored', 'responsif', 'versi']"
333,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif,"['mudah', 'lancar', 'susah', 'banget', 'kl', 'hapus', 'email', 'akun', 'aktif', 'skrg', 'kl', 'ganti', 'nomer', 'udh', 'gampang', 'bgt', 'sukaaa']"
334,habis terganggu lemot ganti kursi penumpang niat email kirim cek disitu video kendalanya merespon bot pesan ka lokal eror tolong perbaiki,Negatif,"['habis', 'terganggu', 'lemot', 'ganti', 'kursi', 'penumpang', 'niat', 'email', 'kirim', 'cek', 'disitu', 'video', 'kendalanya', 'merespon', 'bot', 'pesan', 'ka', 'lokal', 'eror', 'tolong', 'perbaiki']"
335,bagus enak diliat gua lemot tampilannya enteng apk berat,Positif,"['bagus', 'enak', 'diliat', 'gua', 'lemot', 'tampilannya', 'enteng', 'apk', 'berat']"
336,performany darisebelumnya,Positif,"['performany', 'darisebelumnya']"
337,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif,"['pelanggan', 'setia', 'kai', 'paus', 'versi', 'terbaruny', 'memudahkan', 'dlm', 'pesan', 'mudah', 'cek', 'kereta', 'mudah', 'bayrnya', 'mudah', 'tambahan', 'yng', 'berguna', 'salutnya', 'tambahan', 'tpai', 'lancar', 'lemot', 'lemot']"
338,lengkap sulit mengoprasikan ribet efisien enak apk update filter nama kereta buruk banget lemot banget fokus apk khusus kai,Negatif,"['lengkap', 'sulit', 'mengoprasikan', 'ribet', 'efisien', 'enak', 'apk', 'update', 'filter', 'nama', 'kereta', 'buruk', 'banget', 'lemot', 'banget', 'fokus', 'apk', 'khusus', 'kai']"
339,setelag update lemot fiturnya dibeli bufferingnya menyebabkan menunggu dipenukaran cetak boarding kereta membeli tiker kotapun lemot bufferingnya dicoba internal kai langsung main update maksimal,Negatif,"['setelag', 'update', 'lemot', 'fiturnya', 'dibeli', 'bufferingnya', 'menyebabkan', 'menunggu', 'dipenukaran', 'cetak', 'boarding', 'kereta', 'membeli', 'tiker', 'kotapun', 'lemot', 'bufferingnya', 'dicoba', 'internal', 'kai', 'langsung', 'main', 'update', 'maksimal']"
340,update log in butuh verifikasi sms hp tpi bgt kirim otp sms mlh lock akun hadeh gmn sii,Konflik,"['update', 'log', 'in', 'butuh', 'verifikasi', 'sms', 'hp', 'tpi', 'bgt', 'kirim', 'otp', 'sms', 'mlh', 'lock', 'akun', 'hadeh', 'gmn', 'sii']"
341,lancar banget kendala wktu efektif,Positif,"['lancar', 'banget', 'kendala', 'wktu', 'efektif']"
